varible_name,method,"AffinityPropagation(damping=0.999, random_state=0)","AgglomerativeClustering(metric='euclidean', n_clusters=13)","KMeans(n_clusters=13, n_init='auto', random_state=0)",MeanShift(bandwidth=2.3),"SpectralClustering(assign_labels='discretize', n_clusters=13, random_state=0)"
"fig,ax",matplotlib.pyplot.subplots,CLUSTER_28,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
"fig,ax",matplotlib.pyplot.subplots,CLUSTER_28,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
model,sklearn.svm.SVC,CLUSTER_28,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
model,sklearn.svm.SVC,CLUSTER_28,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
clf,sklearn.svm.SVC,CLUSTER_28,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
clf,sklearn.svm.SVC,CLUSTER_28,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
model,sklearn.svm.SVC,CLUSTER_28,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
svc,sklearn.svm.SVC,CLUSTER_28,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
faces,sklearn.datasets.fetch_lfw_people,CLUSTER_28,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
model,sklearn.pipeline.make_pipeline,CLUSTER_28,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
mat,sklearn.metrics.confusion_matrix,CLUSTER_28,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
data,pandas.read_csv,CLUSTER_1,CLUSTER_10,CLUSTER_2,CLUSTER_0,CLUSTER_1
r,requests.get,CLUSTER_13,CLUSTER_10,CLUSTER_2,CLUSTER_0,CLUSTER_1
df,pandas.DataFrame,CLUSTER_13,CLUSTER_10,CLUSTER_2,CLUSTER_0,CLUSTER_1
df,pandas.read_csv,CLUSTER_13,CLUSTER_10,CLUSTER_2,CLUSTER_0,CLUSTER_1
characters,collections.defaultdict,CLUSTER_13,CLUSTER_10,CLUSTER_2,CLUSTER_0,CLUSTER_1
a,numpy.array,CLUSTER_10,CLUSTER_6,CLUSTER_0,CLUSTER_0,CLUSTER_1
b,numpy.array,CLUSTER_10,CLUSTER_6,CLUSTER_0,CLUSTER_0,CLUSTER_1
g,numpy.exp,CLUSTER_10,CLUSTER_6,CLUSTER_0,CLUSTER_0,CLUSTER_1
script_folder,os.getcwd,CLUSTER_30,CLUSTER_5,CLUSTER_6,CLUSTER_0,CLUSTER_1
const_subscription_id,os.getenv,CLUSTER_30,CLUSTER_5,CLUSTER_6,CLUSTER_0,CLUSTER_1
workspace_name,os.getenv,CLUSTER_30,CLUSTER_5,CLUSTER_6,CLUSTER_0,CLUSTER_1
resource_group_name,os.getenv,CLUSTER_30,CLUSTER_5,CLUSTER_6,CLUSTER_0,CLUSTER_1
create_new_rg,os.getenv,CLUSTER_30,CLUSTER_5,CLUSTER_6,CLUSTER_0,CLUSTER_1
location_name,os.getenv,CLUSTER_30,CLUSTER_5,CLUSTER_6,CLUSTER_0,CLUSTER_1
idxs,numpy.where,CLUSTER_2,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
mean_feat,numpy.mean,CLUSTER_2,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
test_accuracy,numpy.mean,CLUSTER_2,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
std_feat,numpy.std,CLUSTER_2,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
X_train_feats,numpy.hstack,CLUSTER_2,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
X_val_feats,numpy.hstack,CLUSTER_2,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
X_test_feats,numpy.hstack,CLUSTER_2,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
testacc,numpy.loadtxt,CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
trainacc,numpy.loadtxt,CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
testloss,numpy.loadtxt,CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
trainloss,numpy.loadtxt,CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
df,pandas.DataFrame,CLUSTER_18,CLUSTER_9,CLUSTER_12,CLUSTER_0,CLUSTER_0
df,pandas.DataFrame,CLUSTER_18,CLUSTER_9,CLUSTER_12,CLUSTER_0,CLUSTER_0
new_york_data,pandas.DataFrame,CLUSTER_18,CLUSTER_9,CLUSTER_12,CLUSTER_0,CLUSTER_0
indian_rest_ny,pandas.DataFrame,CLUSTER_18,CLUSTER_9,CLUSTER_12,CLUSTER_0,CLUSTER_0
indian_rest_stats_ny,pandas.DataFrame,CLUSTER_18,CLUSTER_9,CLUSTER_12,CLUSTER_0,CLUSTER_0
ny_neighborhood_stats,pandas.merge,CLUSTER_18,CLUSTER_9,CLUSTER_12,CLUSTER_0,CLUSTER_0
indian_rest_stats_ny_csv,pandas.read_csv,CLUSTER_18,CLUSTER_9,CLUSTER_12,CLUSTER_0,CLUSTER_0
results,requests.get,CLUSTER_18,CLUSTER_9,CLUSTER_12,CLUSTER_0,CLUSTER_0
results,requests.get,CLUSTER_18,CLUSTER_9,CLUSTER_12,CLUSTER_0,CLUSTER_0
resp,requests.get,CLUSTER_18,CLUSTER_9,CLUSTER_12,CLUSTER_0,CLUSTER_0
fruits,pandas.read_table,CLUSTER_3,CLUSTER_12,CLUSTER_3,CLUSTER_0,CLUSTER_0
"X_train,X_test,y_train,y_test",sklearn.model_selection.train_test_split,CLUSTER_3,CLUSTER_12,CLUSTER_3,CLUSTER_0,CLUSTER_0
knn,sklearn.neighbors.KNeighborsClassifier,CLUSTER_3,CLUSTER_12,CLUSTER_3,CLUSTER_0,CLUSTER_0
knn,sklearn.neighbors.KNeighborsClassifier,CLUSTER_3,CLUSTER_12,CLUSTER_3,CLUSTER_0,CLUSTER_0
training_set,numpy.array,CLUSTER_1,CLUSTER_1,CLUSTER_2,CLUSTER_0,CLUSTER_1
test_set,numpy.array,CLUSTER_1,CLUSTER_1,CLUSTER_2,CLUSTER_0,CLUSTER_1
ratings,numpy.zeros,CLUSTER_1,CLUSTER_1,CLUSTER_2,CLUSTER_0,CLUSTER_1
movies,pandas.read_csv,CLUSTER_1,CLUSTER_1,CLUSTER_2,CLUSTER_0,CLUSTER_1
users,pandas.read_csv,CLUSTER_1,CLUSTER_1,CLUSTER_2,CLUSTER_0,CLUSTER_1
ratings,pandas.read_csv,CLUSTER_1,CLUSTER_1,CLUSTER_2,CLUSTER_0,CLUSTER_1
training_set,pandas.read_csv,CLUSTER_1,CLUSTER_1,CLUSTER_2,CLUSTER_0,CLUSTER_1
test_set,pandas.read_csv,CLUSTER_1,CLUSTER_1,CLUSTER_2,CLUSTER_0,CLUSTER_1
z,numpy.array,CLUSTER_18,CLUSTER_9,CLUSTER_4,CLUSTER_0,CLUSTER_0
tweets,pandas.read_table,CLUSTER_8,CLUSTER_9,CLUSTER_3,CLUSTER_0,CLUSTER_0
timestamps,numpy.array,CLUSTER_8,CLUSTER_9,CLUSTER_3,CLUSTER_0,CLUSTER_0
retweets,numpy.array,CLUSTER_8,CLUSTER_9,CLUSTER_3,CLUSTER_0,CLUSTER_0
favorites,numpy.array,CLUSTER_8,CLUSTER_9,CLUSTER_3,CLUSTER_0,CLUSTER_0
xavg,numpy.zeros,CLUSTER_8,CLUSTER_9,CLUSTER_3,CLUSTER_0,CLUSTER_0
yavg,numpy.zeros,CLUSTER_8,CLUSTER_9,CLUSTER_3,CLUSTER_0,CLUSTER_0
sorted_idx,numpy.argsort,CLUSTER_8,CLUSTER_9,CLUSTER_3,CLUSTER_0,CLUSTER_0
y,numpy.sin,CLUSTER_8,CLUSTER_9,CLUSTER_3,CLUSTER_0,CLUSTER_0
x,numpy.linspace,CLUSTER_8,CLUSTER_9,CLUSTER_3,CLUSTER_0,CLUSTER_0
xvals,numpy.linspace,CLUSTER_8,CLUSTER_9,CLUSTER_3,CLUSTER_0,CLUSTER_0
yinterp,numpy.interp,CLUSTER_8,CLUSTER_9,CLUSTER_3,CLUSTER_0,CLUSTER_0
mask,numpy.zeros,CLUSTER_23,CLUSTER_0,CLUSTER_11,CLUSTER_0,CLUSTER_1
"rr,cc",numpy.where,CLUSTER_23,CLUSTER_0,CLUSTER_11,CLUSTER_0,CLUSTER_1
"image[:,:,c]",numpy.where,CLUSTER_23,CLUSTER_0,CLUSTER_11,CLUSTER_0,CLUSTER_1
uniques,numpy.unique,CLUSTER_23,CLUSTER_0,CLUSTER_11,CLUSTER_0,CLUSTER_1
label,numpy.load,CLUSTER_23,CLUSTER_0,CLUSTER_11,CLUSTER_0,CLUSTER_1
P,numpy.array,CLUSTER_0,CLUSTER_2,CLUSTER_7,CLUSTER_0,CLUSTER_0
C_in,numpy.array,CLUSTER_0,CLUSTER_2,CLUSTER_7,CLUSTER_0,CLUSTER_0
C_out,numpy.array,CLUSTER_0,CLUSTER_2,CLUSTER_7,CLUSTER_0,CLUSTER_0
x,numpy.array,CLUSTER_0,CLUSTER_2,CLUSTER_7,CLUSTER_0,CLUSTER_0
y,numpy.array,CLUSTER_0,CLUSTER_2,CLUSTER_7,CLUSTER_0,CLUSTER_0
numerator,numpy.sum,CLUSTER_0,CLUSTER_2,CLUSTER_7,CLUSTER_0,CLUSTER_0
denominator,numpy.sum,CLUSTER_0,CLUSTER_2,CLUSTER_7,CLUSTER_0,CLUSTER_0
numerator,numpy.sum,CLUSTER_0,CLUSTER_2,CLUSTER_7,CLUSTER_0,CLUSTER_0
inter_spike_intervals,numpy.diff,CLUSTER_0,CLUSTER_2,CLUSTER_7,CLUSTER_0,CLUSTER_0
df,pandas.read_csv,CLUSTER_0,CLUSTER_2,CLUSTER_7,CLUSTER_0,CLUSTER_0
"spike_indices,spike_amplitudes",scipy.signal.find_peaks,CLUSTER_0,CLUSTER_2,CLUSTER_7,CLUSTER_0,CLUSTER_0
X,pandas.merge,CLUSTER_29,CLUSTER_1,CLUSTER_12,CLUSTER_0,CLUSTER_0
y,pandas.merge,CLUSTER_29,CLUSTER_1,CLUSTER_12,CLUSTER_0,CLUSTER_0
X_cat_train_with_y_appmon,pandas.merge,CLUSTER_29,CLUSTER_1,CLUSTER_12,CLUSTER_0,CLUSTER_0
X_cat_oot_with_y_appmon,pandas.merge,CLUSTER_29,CLUSTER_1,CLUSTER_12,CLUSTER_0,CLUSTER_0
data_OOT_XGBExp,pandas.merge,CLUSTER_29,CLUSTER_1,CLUSTER_12,CLUSTER_0,CLUSTER_0
data_OOT_XGBRandom,pandas.merge,CLUSTER_29,CLUSTER_1,CLUSTER_12,CLUSTER_0,CLUSTER_0
data_OOT_XGBGrid,pandas.merge,CLUSTER_29,CLUSTER_1,CLUSTER_12,CLUSTER_0,CLUSTER_0
data_OOT_XGBHyperopt,pandas.merge,CLUSTER_29,CLUSTER_1,CLUSTER_12,CLUSTER_0,CLUSTER_0
data_OOT_final_xgboost_yzd_yyq_with_y,pandas.merge,CLUSTER_29,CLUSTER_1,CLUSTER_12,CLUSTER_0,CLUSTER_0
var_dict,pandas.read_excel,CLUSTER_29,CLUSTER_1,CLUSTER_12,CLUSTER_0,CLUSTER_0
summary,pandas.read_excel,CLUSTER_29,CLUSTER_1,CLUSTER_12,CLUSTER_0,CLUSTER_0
xgb_importance_Exp,pandas.read_excel,CLUSTER_29,CLUSTER_1,CLUSTER_12,CLUSTER_0,CLUSTER_0
var_dict,pandas.read_excel,CLUSTER_29,CLUSTER_1,CLUSTER_12,CLUSTER_0,CLUSTER_0
var_dict,pandas.read_excel,CLUSTER_29,CLUSTER_1,CLUSTER_12,CLUSTER_0,CLUSTER_0
xgb_importance_Grid,pandas.read_excel,CLUSTER_29,CLUSTER_1,CLUSTER_12,CLUSTER_0,CLUSTER_0
var_dict,pandas.read_excel,CLUSTER_29,CLUSTER_1,CLUSTER_12,CLUSTER_0,CLUSTER_0
xgb_importance_Random,pandas.read_excel,CLUSTER_29,CLUSTER_1,CLUSTER_12,CLUSTER_0,CLUSTER_0
var_dict,pandas.read_excel,CLUSTER_29,CLUSTER_1,CLUSTER_12,CLUSTER_0,CLUSTER_0
xgb_importance_Hyperopt,pandas.read_excel,CLUSTER_29,CLUSTER_1,CLUSTER_12,CLUSTER_0,CLUSTER_0
model_data_final['y'],numpy.where,CLUSTER_29,CLUSTER_1,CLUSTER_12,CLUSTER_0,CLUSTER_0
data_OOT['y'],numpy.where,CLUSTER_29,CLUSTER_1,CLUSTER_12,CLUSTER_0,CLUSTER_0
"train_apply,test_apply",sklearn.model_selection.train_test_split,CLUSTER_29,CLUSTER_1,CLUSTER_12,CLUSTER_0,CLUSTER_0
image,numpy.array,CLUSTER_2,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_11
df,pandas.read_csv,CLUSTER_4,CLUSTER_3,CLUSTER_3,CLUSTER_0,CLUSTER_0
df,pandas.read_csv,CLUSTER_4,CLUSTER_3,CLUSTER_3,CLUSTER_0,CLUSTER_0
df,pandas.read_csv,CLUSTER_4,CLUSTER_3,CLUSTER_3,CLUSTER_0,CLUSTER_0
model,sklearn.linear_model.LinearRegression,CLUSTER_4,CLUSTER_3,CLUSTER_3,CLUSTER_0,CLUSTER_0
q_table,numpy.zeros,CLUSTER_10,CLUSTER_6,CLUSTER_0,CLUSTER_0,CLUSTER_1
action,numpy.argmax,CLUSTER_10,CLUSTER_6,CLUSTER_0,CLUSTER_0,CLUSTER_1
start_time,time.time,CLUSTER_10,CLUSTER_6,CLUSTER_0,CLUSTER_0,CLUSTER_1
end_time,time.time,CLUSTER_10,CLUSTER_6,CLUSTER_0,CLUSTER_0,CLUSTER_1
r,random.randint,CLUSTER_10,CLUSTER_6,CLUSTER_5,CLUSTER_0,CLUSTER_1
resultado,numpy.zeros,CLUSTER_10,CLUSTER_6,CLUSTER_5,CLUSTER_0,CLUSTER_1
resultado,numpy.zeros,CLUSTER_10,CLUSTER_6,CLUSTER_5,CLUSTER_0,CLUSTER_1
columnas1,numpy.size,CLUSTER_10,CLUSTER_6,CLUSTER_5,CLUSTER_0,CLUSTER_1
columnas2,numpy.size,CLUSTER_10,CLUSTER_6,CLUSTER_5,CLUSTER_0,CLUSTER_1
renglones1,numpy.size,CLUSTER_10,CLUSTER_6,CLUSTER_5,CLUSTER_0,CLUSTER_1
renglones2,numpy.size,CLUSTER_10,CLUSTER_6,CLUSTER_5,CLUSTER_0,CLUSTER_1
lY,numpy.ceil,CLUSTER_10,CLUSTER_6,CLUSTER_5,CLUSTER_0,CLUSTER_1
lX,numpy.ceil,CLUSTER_10,CLUSTER_6,CLUSTER_5,CLUSTER_0,CLUSTER_1
tiempoInicio,time.time,CLUSTER_10,CLUSTER_6,CLUSTER_5,CLUSTER_0,CLUSTER_1
tiempoInicio,time.time,CLUSTER_10,CLUSTER_6,CLUSTER_5,CLUSTER_0,CLUSTER_1
cm_data,pandas.DataFrame,CLUSTER_16,CLUSTER_3,CLUSTER_12,CLUSTER_14,CLUSTER_4
filtered_data,pandas.read_sql_query,CLUSTER_16,CLUSTER_3,CLUSTER_12,CLUSTER_14,CLUSTER_4
display,pandas.read_sql_query,CLUSTER_16,CLUSTER_3,CLUSTER_12,CLUSTER_14,CLUSTER_4
display,pandas.read_sql_query,CLUSTER_16,CLUSTER_3,CLUSTER_12,CLUSTER_14,CLUSTER_4
display,pandas.read_sql_query,CLUSTER_16,CLUSTER_3,CLUSTER_12,CLUSTER_14,CLUSTER_4
sent_vec,numpy.zeros,CLUSTER_16,CLUSTER_3,CLUSTER_12,CLUSTER_14,CLUSTER_4
sent_vec,numpy.zeros,CLUSTER_16,CLUSTER_3,CLUSTER_12,CLUSTER_14,CLUSTER_4
cm,sklearn.metrics.confusion_matrix,CLUSTER_16,CLUSTER_3,CLUSTER_12,CLUSTER_14,CLUSTER_4
"fpr,tpr,threshold",sklearn.metrics.roc_curve,CLUSTER_16,CLUSTER_3,CLUSTER_12,CLUSTER_14,CLUSTER_4
"fpr,tpr,threshold",sklearn.metrics.roc_curve,CLUSTER_16,CLUSTER_3,CLUSTER_12,CLUSTER_14,CLUSTER_4
"fpr_train,tpr_train,threshold",sklearn.metrics.roc_curve,CLUSTER_16,CLUSTER_3,CLUSTER_12,CLUSTER_14,CLUSTER_4
"fpr_test,tpr_test,threshold",sklearn.metrics.roc_curve,CLUSTER_16,CLUSTER_3,CLUSTER_12,CLUSTER_14,CLUSTER_4
auc_KNN_BF_BOW,sklearn.metrics.auc,CLUSTER_16,CLUSTER_3,CLUSTER_12,CLUSTER_14,CLUSTER_4
auc_KNN_BF_TF_IDF,sklearn.metrics.auc,CLUSTER_16,CLUSTER_3,CLUSTER_12,CLUSTER_14,CLUSTER_4
auc_KNN_BF_AVG_W2V,sklearn.metrics.auc,CLUSTER_16,CLUSTER_3,CLUSTER_12,CLUSTER_14,CLUSTER_4
auc_KNN_BF_TF_IDF_W2V,sklearn.metrics.auc,CLUSTER_16,CLUSTER_3,CLUSTER_12,CLUSTER_14,CLUSTER_4
auc_KNN_KDT_BOW,sklearn.metrics.auc,CLUSTER_16,CLUSTER_3,CLUSTER_12,CLUSTER_14,CLUSTER_4
auc_KNN_KDT_TF_IDF,sklearn.metrics.auc,CLUSTER_16,CLUSTER_3,CLUSTER_12,CLUSTER_14,CLUSTER_4
auc_KNN_KDT_AVG_W2V,sklearn.metrics.auc,CLUSTER_16,CLUSTER_3,CLUSTER_12,CLUSTER_14,CLUSTER_4
auc_KNN_KDT_TF_IDF_W2V,sklearn.metrics.auc,CLUSTER_16,CLUSTER_3,CLUSTER_12,CLUSTER_14,CLUSTER_4
sent_0,re.sub,CLUSTER_16,CLUSTER_3,CLUSTER_12,CLUSTER_14,CLUSTER_4
sent_1000,re.sub,CLUSTER_16,CLUSTER_3,CLUSTER_12,CLUSTER_14,CLUSTER_4
sent_150,re.sub,CLUSTER_16,CLUSTER_3,CLUSTER_12,CLUSTER_14,CLUSTER_4
sent_4900,re.sub,CLUSTER_16,CLUSTER_3,CLUSTER_12,CLUSTER_14,CLUSTER_4
phrase,re.sub,CLUSTER_16,CLUSTER_3,CLUSTER_12,CLUSTER_14,CLUSTER_4
phrase,re.sub,CLUSTER_16,CLUSTER_3,CLUSTER_12,CLUSTER_14,CLUSTER_4
phrase,re.sub,CLUSTER_16,CLUSTER_3,CLUSTER_12,CLUSTER_14,CLUSTER_4
phrase,re.sub,CLUSTER_16,CLUSTER_3,CLUSTER_12,CLUSTER_14,CLUSTER_4
phrase,re.sub,CLUSTER_16,CLUSTER_3,CLUSTER_12,CLUSTER_14,CLUSTER_4
phrase,re.sub,CLUSTER_16,CLUSTER_3,CLUSTER_12,CLUSTER_14,CLUSTER_4
phrase,re.sub,CLUSTER_16,CLUSTER_3,CLUSTER_12,CLUSTER_14,CLUSTER_4
phrase,re.sub,CLUSTER_16,CLUSTER_3,CLUSTER_12,CLUSTER_14,CLUSTER_4
phrase,re.sub,CLUSTER_16,CLUSTER_3,CLUSTER_12,CLUSTER_14,CLUSTER_4
phrase,re.sub,CLUSTER_16,CLUSTER_3,CLUSTER_12,CLUSTER_14,CLUSTER_4
sent_0,re.sub,CLUSTER_16,CLUSTER_3,CLUSTER_12,CLUSTER_14,CLUSTER_4
sent_1500,re.sub,CLUSTER_16,CLUSTER_3,CLUSTER_12,CLUSTER_14,CLUSTER_4
sentance,re.sub,CLUSTER_16,CLUSTER_3,CLUSTER_12,CLUSTER_14,CLUSTER_4
sentance,re.sub,CLUSTER_16,CLUSTER_3,CLUSTER_12,CLUSTER_14,CLUSTER_4
sentance,re.sub,CLUSTER_16,CLUSTER_3,CLUSTER_12,CLUSTER_14,CLUSTER_4
"data_train_BF,data_test_BF,scores_train_BF,scores_test_BF",sklearn.model_selection.train_test_split,CLUSTER_16,CLUSTER_3,CLUSTER_12,CLUSTER_14,CLUSTER_4
"data_train_BF,data_cv_BF,scores_train_BF,scores_cv_BF",sklearn.model_selection.train_test_split,CLUSTER_16,CLUSTER_3,CLUSTER_12,CLUSTER_14,CLUSTER_4
"data_train_KDT,data_test_KDT,scores_train_KDT,scores_test_KDT",sklearn.model_selection.train_test_split,CLUSTER_16,CLUSTER_3,CLUSTER_12,CLUSTER_14,CLUSTER_4
"data_train_KDT,data_cv_KDT,scores_train_KDT,scores_cv_KDT",sklearn.model_selection.train_test_split,CLUSTER_16,CLUSTER_3,CLUSTER_12,CLUSTER_14,CLUSTER_4
knn,sklearn.neighbors.KNeighborsClassifier,CLUSTER_16,CLUSTER_3,CLUSTER_12,CLUSTER_14,CLUSTER_4
knn,sklearn.neighbors.KNeighborsClassifier,CLUSTER_16,CLUSTER_3,CLUSTER_12,CLUSTER_14,CLUSTER_4
response,requests.get,CLUSTER_2,CLUSTER_6,CLUSTER_4,CLUSTER_0,CLUSTER_1
summary,pandas.concat,CLUSTER_18,CLUSTER_9,CLUSTER_4,CLUSTER_0,CLUSTER_0
data,pandas.read_csv,CLUSTER_18,CLUSTER_9,CLUSTER_4,CLUSTER_0,CLUSTER_0
data['DATETIME'],pandas.to_datetime,CLUSTER_18,CLUSTER_9,CLUSTER_4,CLUSTER_0,CLUSTER_0
return_volatility_1,numpy.std,CLUSTER_5,CLUSTER_9,CLUSTER_4,CLUSTER_0,CLUSTER_0
return_volatility_2,numpy.std,CLUSTER_5,CLUSTER_9,CLUSTER_4,CLUSTER_0,CLUSTER_0
dat.Share[index2],numpy.floor,CLUSTER_5,CLUSTER_9,CLUSTER_4,CLUSTER_0,CLUSTER_0
tempYear,pandas.DatetimeIndex,CLUSTER_5,CLUSTER_9,CLUSTER_4,CLUSTER_0,CLUSTER_0
dateRange,pandas.DatetimeIndex,CLUSTER_5,CLUSTER_9,CLUSTER_4,CLUSTER_0,CLUSTER_0
df,pandas.read_csv,CLUSTER_5,CLUSTER_9,CLUSTER_4,CLUSTER_0,CLUSTER_0
date,pandas.to_datetime,CLUSTER_5,CLUSTER_9,CLUSTER_4,CLUSTER_0,CLUSTER_0
im,numpy.array,CLUSTER_23,CLUSTER_0,CLUSTER_6,CLUSTER_0,CLUSTER_1
prediction,numpy.argmax,CLUSTER_23,CLUSTER_0,CLUSTER_6,CLUSTER_0,CLUSTER_1
self.trees,numpy.zeros,CLUSTER_2,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_1
self.fires,numpy.zeros,CLUSTER_2,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_1
fires,numpy.zeros,CLUSTER_2,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_1
PopulationTaxes,numpy.zeros,CLUSTER_2,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_11
l_vec,numpy.empty,CLUSTER_2,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_11
c_vec,numpy.empty,CLUSTER_2,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_11
w_vec,numpy.linspace,CLUSTER_2,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_11
sol_case3,scipy.optimize.minimize,CLUSTER_2,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_11
solution,scipy.optimize.minimize_scalar,CLUSTER_2,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_11
fig,matplotlib.pyplot.figure,CLUSTER_2,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_11
"fig,(axes_technical,axes_volume,axes_macd,axes_ohlc)",matplotlib.pyplot.subplots,CLUSTER_8,CLUSTER_3,CLUSTER_3,CLUSTER_9,CLUSTER_0
Dataset,collections.namedtuple,CLUSTER_8,CLUSTER_3,CLUSTER_3,CLUSTER_9,CLUSTER_0
start_date,datetime.datetime,CLUSTER_8,CLUSTER_3,CLUSTER_3,CLUSTER_9,CLUSTER_0
end_date,datetime.datetime,CLUSTER_8,CLUSTER_3,CLUSTER_3,CLUSTER_9,CLUSTER_0
news_time,time.mktime,CLUSTER_13,CLUSTER_5,CLUSTER_0,CLUSTER_33,CLUSTER_1
news_time,time.mktime,CLUSTER_13,CLUSTER_5,CLUSTER_0,CLUSTER_33,CLUSTER_1
three_oclock,time.mktime,CLUSTER_13,CLUSTER_5,CLUSTER_0,CLUSTER_33,CLUSTER_1
five_oclock,time.mktime,CLUSTER_13,CLUSTER_5,CLUSTER_0,CLUSTER_33,CLUSTER_1
news_time,time.mktime,CLUSTER_13,CLUSTER_5,CLUSTER_0,CLUSTER_33,CLUSTER_1
news_time,time.mktime,CLUSTER_13,CLUSTER_5,CLUSTER_0,CLUSTER_33,CLUSTER_1
today,time.strftime,CLUSTER_13,CLUSTER_5,CLUSTER_0,CLUSTER_33,CLUSTER_1
news_time,time.strptime,CLUSTER_13,CLUSTER_5,CLUSTER_0,CLUSTER_33,CLUSTER_1
news_time,time.strptime,CLUSTER_13,CLUSTER_5,CLUSTER_0,CLUSTER_33,CLUSTER_1
three_oclock,time.strptime,CLUSTER_13,CLUSTER_5,CLUSTER_0,CLUSTER_33,CLUSTER_1
five_oclock,time.strptime,CLUSTER_13,CLUSTER_5,CLUSTER_0,CLUSTER_33,CLUSTER_1
news_time,time.strptime,CLUSTER_13,CLUSTER_5,CLUSTER_0,CLUSTER_33,CLUSTER_1
news_time,time.strptime,CLUSTER_13,CLUSTER_5,CLUSTER_0,CLUSTER_33,CLUSTER_1
now,time.time,CLUSTER_13,CLUSTER_5,CLUSTER_0,CLUSTER_33,CLUSTER_1
now,datetime.datetime.now,CLUSTER_13,CLUSTER_5,CLUSTER_0,CLUSTER_33,CLUSTER_1
delta,datetime.timedelta,CLUSTER_13,CLUSTER_5,CLUSTER_0,CLUSTER_33,CLUSTER_1
leftDegMin,numpy.array,CLUSTER_23,CLUSTER_0,CLUSTER_6,CLUSTER_0,CLUSTER_1
leftDegMax,numpy.array,CLUSTER_23,CLUSTER_0,CLUSTER_6,CLUSTER_0,CLUSTER_1
rightDegMin,numpy.array,CLUSTER_23,CLUSTER_0,CLUSTER_6,CLUSTER_0,CLUSTER_1
rightDegMax,numpy.array,CLUSTER_23,CLUSTER_0,CLUSTER_6,CLUSTER_0,CLUSTER_1
efP,numpy.asarray,CLUSTER_23,CLUSTER_0,CLUSTER_6,CLUSTER_0,CLUSTER_1
efE,numpy.asarray,CLUSTER_23,CLUSTER_0,CLUSTER_6,CLUSTER_0,CLUSTER_1
jointAngles,numpy.zeros,CLUSTER_23,CLUSTER_0,CLUSTER_6,CLUSTER_0,CLUSTER_1
J_plus,numpy.zeros,CLUSTER_10,CLUSTER_6,CLUSTER_0,CLUSTER_0,CLUSTER_1
J_minus,numpy.zeros,CLUSTER_10,CLUSTER_6,CLUSTER_0,CLUSTER_0,CLUSTER_1
gradapprox,numpy.zeros,CLUSTER_10,CLUSTER_6,CLUSTER_0,CLUSTER_0,CLUSTER_1
Z1,numpy.dot,CLUSTER_10,CLUSTER_6,CLUSTER_0,CLUSTER_0,CLUSTER_1
Z2,numpy.dot,CLUSTER_10,CLUSTER_6,CLUSTER_0,CLUSTER_0,CLUSTER_1
Z3,numpy.dot,CLUSTER_10,CLUSTER_6,CLUSTER_0,CLUSTER_0,CLUSTER_1
dA2,numpy.dot,CLUSTER_10,CLUSTER_6,CLUSTER_0,CLUSTER_0,CLUSTER_1
dA1,numpy.dot,CLUSTER_10,CLUSTER_6,CLUSTER_0,CLUSTER_0,CLUSTER_1
