varible_name,method,"AffinityPropagation(damping=0.999, random_state=0)","AgglomerativeClustering(metric='euclidean', n_clusters=13)","KMeans(n_clusters=13, n_init='auto', random_state=0)",MeanShift(bandwidth=2.3),"SpectralClustering(assign_labels='discretize', n_clusters=13, random_state=0)"
df,pandas.read_csv(file_path),CLUSTER_28,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
"fig,ax","matplotlib.pyplot.subplots(1,1,figsize=(12,8)",CLUSTER_28,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
t,time.time(),CLUSTER_28,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
t,time.time(),CLUSTER_28,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
lr,"sklearn.linear_model.LogisticRegression(penalty='l2',C=C_param,random_state=0)",CLUSTER_28,CLUSTER_8,CLUSTER_7,CLUSTER_0,CLUSTER_0
true_prob,pandas.Series(true_prob),CLUSTER_27,CLUSTER_9,CLUSTER_7,CLUSTER_0,CLUSTER_0
counts,"pandas.concat([counts,true_prob],axis=1)",CLUSTER_27,CLUSTER_9,CLUSTER_7,CLUSTER_0,CLUSTER_0
churn_df,pandas.read_csv('../data/churn.csv'),CLUSTER_27,CLUSTER_9,CLUSTER_7,CLUSTER_0,CLUSTER_0
counts,pandas.value_counts(pred_churn),CLUSTER_27,CLUSTER_9,CLUSTER_7,CLUSTER_0,CLUSTER_0
y,numpy.array(y),CLUSTER_27,CLUSTER_9,CLUSTER_7,CLUSTER_0,CLUSTER_0
y_prob,numpy.zeros((len(y),CLUSTER_27,CLUSTER_9,CLUSTER_7,CLUSTER_0,CLUSTER_0
y_prob,numpy.zeros((len(y),CLUSTER_27,CLUSTER_9,CLUSTER_7,CLUSTER_0,CLUSTER_0
y,"numpy.where(churn_result=='True.',1,0)",CLUSTER_27,CLUSTER_9,CLUSTER_7,CLUSTER_0,CLUSTER_0
indices,numpy.argsort(importances),CLUSTER_27,CLUSTER_9,CLUSTER_7,CLUSTER_0,CLUSTER_0
true_prob[prob],numpy.mean(is_churn[pred_churn==prob]),CLUSTER_27,CLUSTER_9,CLUSTER_7,CLUSTER_0,CLUSTER_0
std,"numpy.std([tree.feature_importances_fortreeinforest.estimators_],
axis=0)",CLUSTER_27,CLUSTER_9,CLUSTER_7,CLUSTER_0,CLUSTER_0
mean_fpr,"numpy.linspace(0,1,100)",CLUSTER_27,CLUSTER_9,CLUSTER_7,CLUSTER_0,CLUSTER_0
class_names,numpy.unique(y),CLUSTER_27,CLUSTER_9,CLUSTER_7,CLUSTER_0,CLUSTER_0
fig,matplotlib.pyplot.figure(),CLUSTER_27,CLUSTER_9,CLUSTER_7,CLUSTER_0,CLUSTER_0
scaler,sklearn.preprocessing.StandardScaler(),CLUSTER_27,CLUSTER_9,CLUSTER_7,CLUSTER_0,CLUSTER_0
"fpr,tpr,thresholds","sklearn.metrics.roc_curve(y[test_index],y_prob[test_index,1])",CLUSTER_27,CLUSTER_9,CLUSTER_7,CLUSTER_0,CLUSTER_0
roc_auc,"sklearn.metrics.auc(fpr,tpr)",CLUSTER_27,CLUSTER_9,CLUSTER_7,CLUSTER_0,CLUSTER_0
mean_auc,"sklearn.metrics.auc(mean_fpr,mean_tpr)",CLUSTER_27,CLUSTER_9,CLUSTER_7,CLUSTER_0,CLUSTER_0
true_prob,collections.defaultdict(float),CLUSTER_27,CLUSTER_9,CLUSTER_7,CLUSTER_0,CLUSTER_0
K,"numpy.array([[7.070912e+02,0.000000e+00,6.018873e+02],[0.000000e+00,7.070912e+02,1.831104e+02],[0.000000e+00,0.000000e+00,1.000000e+00]])",CLUSTER_23,CLUSTER_6,CLUSTER_6,CLUSTER_0,CLUSTER_1
q,"numpy.array([[baseline,0,0,0],[0,baseline,0,0],[0,0,baseline*f,0],[0,0,0,-1]])",CLUSTER_23,CLUSTER_6,CLUSTER_6,CLUSTER_0,CLUSTER_1
q,"numpy.array([[baseline,0,0,0],[0,baseline,0,0],[0,0,baseline*f,0],[0,0,0,-1]])",CLUSTER_23,CLUSTER_6,CLUSTER_6,CLUSTER_0,CLUSTER_1
temp,numpy.array([k-(shape[1]/2),CLUSTER_23,CLUSTER_6,CLUSTER_6,CLUSTER_0,CLUSTER_1
K,"numpy.array([[7.070912e+02,0.000000e+00,6.018873e+02],[0.000000e+00,7.070912e+02,1.831104e+02],[0.000000e+00,0.000000e+00,1.000000e+00]])",CLUSTER_23,CLUSTER_6,CLUSTER_6,CLUSTER_0,CLUSTER_1
q,"numpy.array([[baseline,0,0,0],[0,baseline,0,0],[0,0,baseline*f,0],[0,0,0,-1]])",CLUSTER_23,CLUSTER_6,CLUSTER_6,CLUSTER_0,CLUSTER_1
temp,"numpy.array([k,j,1,disparity[j,k]])",CLUSTER_23,CLUSTER_6,CLUSTER_6,CLUSTER_0,CLUSTER_1
camera_pts,numpy.asarray(camera_pts),CLUSTER_23,CLUSTER_6,CLUSTER_6,CLUSTER_0,CLUSTER_1
temp1,numpy.asarray(temp1),CLUSTER_23,CLUSTER_6,CLUSTER_6,CLUSTER_0,CLUSTER_1
camera_pts,numpy.asarray(camera_pts),CLUSTER_23,CLUSTER_6,CLUSTER_6,CLUSTER_0,CLUSTER_1
temp1,numpy.asarray(temp1),CLUSTER_23,CLUSTER_6,CLUSTER_6,CLUSTER_0,CLUSTER_1
M,"numpy.empty((4,4)",CLUSTER_23,CLUSTER_6,CLUSTER_6,CLUSTER_0,CLUSTER_1
M,"numpy.empty((4,4)",CLUSTER_23,CLUSTER_6,CLUSTER_6,CLUSTER_0,CLUSTER_1
camera_pts,"numpy.dot(T,camera_pts.T)",CLUSTER_23,CLUSTER_6,CLUSTER_6,CLUSTER_0,CLUSTER_1
camera_pts,"numpy.dot(T,camera_pts.T)",CLUSTER_23,CLUSTER_6,CLUSTER_6,CLUSTER_0,CLUSTER_1
temp,"numpy.matmul(q,temp)",CLUSTER_23,CLUSTER_6,CLUSTER_6,CLUSTER_0,CLUSTER_1
temp,"numpy.matmul(q,temp)",CLUSTER_23,CLUSTER_6,CLUSTER_6,CLUSTER_0,CLUSTER_1
temp,"numpy.reshape(temp,(4,1)",CLUSTER_23,CLUSTER_6,CLUSTER_6,CLUSTER_0,CLUSTER_1
camera_pts,"numpy.reshape(camera_pts,(camera_pts.shape[0],camera_pts.shape[1])",CLUSTER_23,CLUSTER_6,CLUSTER_6,CLUSTER_0,CLUSTER_1
temp,"numpy.reshape(temp,(4,1)",CLUSTER_23,CLUSTER_6,CLUSTER_6,CLUSTER_0,CLUSTER_1
camera_pts,"numpy.reshape(camera_pts,(camera_pts.shape[0],camera_pts.shape[1])",CLUSTER_23,CLUSTER_6,CLUSTER_6,CLUSTER_0,CLUSTER_1
verts,"numpy.hstack([verts,colors])",CLUSTER_23,CLUSTER_6,CLUSTER_6,CLUSTER_0,CLUSTER_1
verts,"numpy.hstack([verts,colors])",CLUSTER_23,CLUSTER_6,CLUSTER_6,CLUSTER_0,CLUSTER_1
total_stack,"numpy.vstack((total_stack,output_points)",CLUSTER_23,CLUSTER_6,CLUSTER_6,CLUSTER_0,CLUSTER_1
total_col,"numpy.vstack((total_col,output_colors)",CLUSTER_23,CLUSTER_6,CLUSTER_6,CLUSTER_0,CLUSTER_1
total_stack,"numpy.vstack((total_stack,output_points)",CLUSTER_23,CLUSTER_6,CLUSTER_6,CLUSTER_0,CLUSTER_1
total_col,"numpy.vstack((total_col,output_colors)",CLUSTER_23,CLUSTER_6,CLUSTER_6,CLUSTER_0,CLUSTER_1
T,numpy.eye(4),CLUSTER_23,CLUSTER_6,CLUSTER_6,CLUSTER_0,CLUSTER_1
T,numpy.eye(4),CLUSTER_23,CLUSTER_6,CLUSTER_6,CLUSTER_0,CLUSTER_1
priors,"pandas.read_csv(os.path.join(IDIR,'order_products__prior.csv')",CLUSTER_1,CLUSTER_1,CLUSTER_12,CLUSTER_0,CLUSTER_1
orders,"pandas.read_csv(os.path.join(IDIR,'orders.csv')",CLUSTER_1,CLUSTER_1,CLUSTER_12,CLUSTER_0,CLUSTER_1
raw_data,"pandas.read_csv(""issues.csv"")",CLUSTER_29,CLUSTER_3,CLUSTER_12,CLUSTER_0,CLUSTER_0
model,sklearn.cluster.KMeans(n_clusters=k),CLUSTER_29,CLUSTER_3,CLUSTER_12,CLUSTER_0,CLUSTER_0
final_model,sklearn.cluster.KMeans(3),CLUSTER_29,CLUSTER_3,CLUSTER_12,CLUSTER_0,CLUSTER_0
women_degrees,pandas.read_csv('percent-bachelors-degrees-women-usa.csv'),CLUSTER_18,CLUSTER_10,CLUSTER_2,CLUSTER_0,CLUSTER_1
fig,"matplotlib.pyplot.figure(figsize=(18,3)",CLUSTER_18,CLUSTER_10,CLUSTER_2,CLUSTER_0,CLUSTER_1
fig,"matplotlib.pyplot.figure(figsize=(16,20)",CLUSTER_18,CLUSTER_10,CLUSTER_2,CLUSTER_0,CLUSTER_1
fig,"matplotlib.pyplot.figure(figsize=(16,16)",CLUSTER_18,CLUSTER_10,CLUSTER_2,CLUSTER_0,CLUSTER_1
fig,"matplotlib.pyplot.figure(figsize=(16,16)",CLUSTER_18,CLUSTER_10,CLUSTER_2,CLUSTER_0,CLUSTER_1
fig,"matplotlib.pyplot.figure(figsize=(16,16)",CLUSTER_18,CLUSTER_10,CLUSTER_2,CLUSTER_0,CLUSTER_1
image,"numpy.array(image,dtype=np.uint8)",CLUSTER_15,CLUSTER_0,CLUSTER_11,CLUSTER_0,CLUSTER_8
"fig,axs","matplotlib.pyplot.subplots(1,2,figsize=(30,15)",CLUSTER_15,CLUSTER_0,CLUSTER_11,CLUSTER_0,CLUSTER_8
train_df,pandas.DataFrame(data),CLUSTER_15,CLUSTER_0,CLUSTER_11,CLUSTER_0,CLUSTER_8
rndstate,random.getstate(),CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
it,"numpy.nditer(x,flags=['multi_index'],op_flags=['readwrite'])",CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
xs,numpy.arange(num_epochs),CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
xs,numpy.arange(num_epochs),CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
one_hot_labels,"numpy.zeros((labels.size,10)",CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
params['b1'],"numpy.zeros((1,H)",CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
params['b2'],"numpy.zeros((1,K)",CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
labels,"numpy.zeros((N,K)",CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
b1,"numpy.zeros((1,H)",CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
b2,"numpy.zeros((1,K)",CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
z,"numpy.zeros_like(x,dtype=float)",CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
pred,numpy.zeros_like(y),CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
top,"numpy.ones_like(x,dtype=float)",CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
gradW2,"numpy.dot(h.T,delta_1)",CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
gradW1,"numpy.dot(data.T,delta_2)",CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
gradW2,"numpy.dot(h.T,delta_1)",CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
gradW1,"numpy.dot(data.T,delta_2)",CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
accuracy,"(numpy.argmax(output,axis=1)==numpy.argmax(labels,axis=1)",CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
mean,numpy.mean(trainData),CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
std,numpy.std(trainData),CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
denominator,"numpy.sum(numerator,axis=1,keepdims=True)",CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
gradb2,"numpy.sum(delta_1,axis=0,keepdims=True)",CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
gradb1,"numpy.sum(delta_2,axis=0,keepdims=True)",CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
gradb2,"numpy.sum(delta_1,axis=0,keepdims=True)",CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
numerator,numpy.exp(x-c),CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
z[pos_mask],numpy.exp(-x[pos_mask]),CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
z[neg_mask],numpy.exp(x[neg_mask]),CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
delta_2,"numpy.multiply(np.dot(delta_1,W2.T)",CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
delta_2,"numpy.multiply(np.dot(delta_1,W2.T)",CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
x,"numpy.loadtxt(images_file,delimiter=',')",CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
y,"numpy.loadtxt(labels_file,delimiter=',')",CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
"fig,axes","matplotlib.pyplot.subplots(1,2,sharex=True,sharey=False,figsize=(12,4)",CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
"fig,axes","matplotlib.pyplot.subplots(1,2,sharex=True,sharey=False,figsize=(12,4)",CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
mask,numpy.zeros_like(first_frame),CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
data,"pandas.concat([y,data_n_2.iloc[:,:]],axis=1)",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
data,"pandas.concat([y,data_n_2.iloc[:,:]],axis=1)",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
data,"pandas.melt(data,id_vars=""WinTrade"",
var_name=""features"",
value_name='value')",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
data,"pandas.melt(data,id_vars=""WinTrade"",
var_name=""features"",
value_name='value')",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
df,"pandas.read_csv(r""C:\Users\parag\Desktop\Newfolder(3)",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
"f,ax","matplotlib.pyplot.subplots(figsize=(18,18)",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
"f,ax","matplotlib.pyplot.subplots(figsize=(18,18)",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
ax,"seaborn.countplot(y,label='count')",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
tic,time.time(),CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
clf_rf,sklearn.ensemble.RandomForestClassifier(random_state=43),CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
clf_rf_2,sklearn.ensemble.RandomForestClassifier(),CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
clf_rf_2,sklearn.ensemble.RandomForestClassifier(),CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
ac,"sklearn.metrics.accuracy_score(y_test,clf_rf.predict(x_test)",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
ac_2,"sklearn.metrics.accuracy_score(y_test,clf_rf_2.predict(x_test_2)",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
ac_3,"sklearn.metrics.accuracy_score(y_test,clf_rf_3.predict(x_test_3)",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
cm,"sklearn.metrics.confusion_matrix(y_test,clf_rf.predict(x_test)",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
cm,"sklearn.metrics.confusion_matrix(y_test,y_pred)",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
cm_2,"sklearn.metrics.confusion_matrix(y_test,clf_rf_2.predict(x_test_2)",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
cm_3,"sklearn.metrics.confusion_matrix(y_test,clf_rf_3.predict(x_test_3)",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
rfe,"sklearn.feature_selection.RFE(estimator=clf_rf_2,n_features_to_select=3,step=1)",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
rfe,"sklearn.feature_selection.RFE(estimator=clf_rf_3,n_features_to_select=3,step=1)",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
clf_rf_3,sklearn.tree.DecisionTreeClassifier(),CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
clf_rf_3,sklearn.tree.DecisionTreeClassifier(),CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
X,numpy.array(X),CLUSTER_29,CLUSTER_3,CLUSTER_11,CLUSTER_5,CLUSTER_0
y,numpy.array(y),CLUSTER_29,CLUSTER_3,CLUSTER_11,CLUSTER_5,CLUSTER_0
X_test,numpy.array(X_test),CLUSTER_29,CLUSTER_3,CLUSTER_11,CLUSTER_5,CLUSTER_0
img,"numpy.expand_dims(img,axis=0)",CLUSTER_29,CLUSTER_3,CLUSTER_11,CLUSTER_5,CLUSTER_0
img,"numpy.expand_dims(img,axis=0)",CLUSTER_29,CLUSTER_3,CLUSTER_11,CLUSTER_5,CLUSTER_0
conf_matrix,"sklearn.metrics.confusion_matrix(df.y,df.y_pred)",CLUSTER_29,CLUSTER_3,CLUSTER_11,CLUSTER_5,CLUSTER_0
fig1,matplotlib.pyplot.figure(),CLUSTER_29,CLUSTER_3,CLUSTER_11,CLUSTER_5,CLUSTER_0
fig,matplotlib.pyplot.figure(),CLUSTER_29,CLUSTER_3,CLUSTER_11,CLUSTER_5,CLUSTER_0
fig,"matplotlib.pyplot.figure(figsize=(14,7)",CLUSTER_29,CLUSTER_3,CLUSTER_11,CLUSTER_5,CLUSTER_0
fig,"matplotlib.pyplot.figure(figsize=(14,7)",CLUSTER_29,CLUSTER_3,CLUSTER_11,CLUSTER_5,CLUSTER_0
submission_df,"pandas.DataFrame({'id':id_line,'label':predicted_val})",CLUSTER_29,CLUSTER_3,CLUSTER_11,CLUSTER_5,CLUSTER_0
df,"pandas.DataFrame({
'filename':test_set.filenames,
'predict':ytesthat[:,0],
'y':test_set.classes
})",CLUSTER_29,CLUSTER_3,CLUSTER_11,CLUSTER_5,CLUSTER_0
tweets,"pandas.read_csv('https://github.com/albahnsen/PracticalMachineLearningClass/raw/master/datasets/Tweets.zip',index_col=0)",CLUSTER_16,CLUSTER_12,CLUSTER_3,CLUSTER_0,CLUSTER_0
rf,sklearn.ensemble.RandomForestClassifier(),CLUSTER_16,CLUSTER_12,CLUSTER_3,CLUSTER_0,CLUSTER_0
rf,sklearn.ensemble.RandomForestClassifier(),CLUSTER_16,CLUSTER_12,CLUSTER_3,CLUSTER_0,CLUSTER_0
rf,sklearn.ensemble.RandomForestClassifier(),CLUSTER_16,CLUSTER_12,CLUSTER_3,CLUSTER_0,CLUSTER_0
rf,sklearn.ensemble.RandomForestClassifier(),CLUSTER_16,CLUSTER_12,CLUSTER_3,CLUSTER_0,CLUSTER_0
rf,sklearn.ensemble.RandomForestClassifier(),CLUSTER_16,CLUSTER_12,CLUSTER_3,CLUSTER_0,CLUSTER_0
input_txt,"re.sub(i,'',input_txt)",CLUSTER_16,CLUSTER_2,CLUSTER_3,CLUSTER_14,CLUSTER_0
r,"re.findall(pattern,input_txt)",CLUSTER_16,CLUSTER_2,CLUSTER_3,CLUSTER_14,CLUSTER_0
ht,"re.findall(r""
hashtags.append(ht)",CLUSTER_16,CLUSTER_2,CLUSTER_3,CLUSTER_14,CLUSTER_0
vec,numpy.zeros(size),CLUSTER_16,CLUSTER_2,CLUSTER_3,CLUSTER_14,CLUSTER_0
wordvec_arrays,numpy.zeros((len(tokenized_tweet),CLUSTER_16,CLUSTER_2,CLUSTER_3,CLUSTER_14,CLUSTER_0
docvec_arrays,numpy.zeros((len(tokenized_tweet),CLUSTER_16,CLUSTER_2,CLUSTER_3,CLUSTER_14,CLUSTER_0
combi['tidy_tweet'],numpy.vectorize(remove_pattern),CLUSTER_16,CLUSTER_2,CLUSTER_3,CLUSTER_14,CLUSTER_0
d,pandas.DataFrame({'Hashtag':list(a.keys(),CLUSTER_16,CLUSTER_2,CLUSTER_3,CLUSTER_14,CLUSTER_0
e,pandas.DataFrame({'Hashtag':list(b.keys(),CLUSTER_16,CLUSTER_2,CLUSTER_3,CLUSTER_14,CLUSTER_0
wordvec_df,pandas.DataFrame(wordvec_arrays),CLUSTER_16,CLUSTER_2,CLUSTER_3,CLUSTER_14,CLUSTER_0
docvec_df,pandas.DataFrame(docvec_arrays),CLUSTER_16,CLUSTER_2,CLUSTER_3,CLUSTER_14,CLUSTER_0
train,pandas.read_csv('C:/Users/singh/Desktop/TwitterSA/train_E6oV3lV.csv'),CLUSTER_16,CLUSTER_2,CLUSTER_3,CLUSTER_14,CLUSTER_0
test,pandas.read_csv('C:/Users/singh/Desktop/TwitterSA/test_tweets_anuFYb8.csv'),CLUSTER_16,CLUSTER_2,CLUSTER_3,CLUSTER_14,CLUSTER_0
ax,"seaborn.barplot(data=d,x=""Hashtag"",y=""Count"")",CLUSTER_16,CLUSTER_2,CLUSTER_3,CLUSTER_14,CLUSTER_0
ax,"seaborn.barplot(data=e,x=""Hashtag"",y=""Count"")",CLUSTER_16,CLUSTER_2,CLUSTER_3,CLUSTER_14,CLUSTER_0
lreg,sklearn.linear_model.LogisticRegression(),CLUSTER_16,CLUSTER_2,CLUSTER_3,CLUSTER_14,CLUSTER_0
svc,"sklearn.svm.SVC(kernel='linear',C=1,probability=True)",CLUSTER_16,CLUSTER_2,CLUSTER_3,CLUSTER_14,CLUSTER_0
svc,"sklearn.svm.SVC(kernel='linear',
C=1,probability=True)",CLUSTER_16,CLUSTER_2,CLUSTER_3,CLUSTER_14,CLUSTER_0
svc,"sklearn.svm.SVC(kernel='linear',C=1,probability=True)",CLUSTER_16,CLUSTER_2,CLUSTER_3,CLUSTER_14,CLUSTER_0
y_pos,numpy.arange(2),CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
y_pos,numpy.arange(2),CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
par,"numpy.array([m,b])",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
a,"numpy.array([0,0])",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
mod,"numpy.empty((epochs,3)",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
yhat,"numpy.matmul(mat,par)",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
gradm,numpy.mean((yhat-y),CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
gradb,numpy.mean((yhat-y),CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
xmat,"numpy.reshape(x,(-1,1)",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
x1,"numpy.reshape(tr[:,1],(-1,1)",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
y1,"numpy.reshape(tr[:,0],(-1,1)",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
x1,"numpy.reshape(x,(-1,1)",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
y1,"numpy.reshape(y,(-1,1)",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
mn1,"numpy.reshape(mman,(-1,1)",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
yreal,"numpy.reshape(val[:,0],(-1,1)",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
mn1,"numpy.reshape(mman,(-1,1)",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
yreal,"numpy.reshape(val[:,0],(-1,1)",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
mat,"numpy.hstack((xmat,np.ones((xmat.shape[0],1)",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
a,"numpy.hstack((numpy.hstack((msci,mn1)",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
a,"numpy.hstack((numpy.hstack((msci,mn1)",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
corr,"numpy.corrcoef([overallq,price])",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
corr,"numpy.corrcoef([price,squarefeets])",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
corr,"numpy.corrcoef([price,totalrooms])",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
corr,"numpy.corrcoef([price,yearbuilt])",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
corr,"numpy.corrcoef([price,frentelote])",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
err_array,"numpy.append(err_array,[error])",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
data,numpy.load('proyecto_training_data.npy'),CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
barras,"matplotlib.pyplot.bar(y_pos,values,align='center',alpha=0.5)",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
barras,"matplotlib.pyplot.bar(y_pos,values,align='center',alpha=0.5)",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
rl,sklearn.linear_model.LinearRegression(),CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
rl,sklearn.linear_model.LinearRegression(),CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
D,"numpy.array(np.sum(A,axis=0)",CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
